address,osSOV_balance,osSOV_unclaimed
0xe2021c5cd208c28c80342f504d9ce3db91cc0d9e,0,0
0xa7ef7a4e4fbe6864d1c038ceb7c3a50e55be918c,0,7596000000000000000
0x9132617d7e804459b7c232e03e9e2a8ee0270093,0,0
0xa9ba157770045cffe977601fd46b9cc3c4429604,0,0
0xf3ba5b880f3c4bc5c55cf069cc2ecd7c81e94a05,0,162809201541799727
0x9a4f1cce9b6d353f77de35298527f7551260a526,0,0
0xe85ef47ff9d5bf9c36ee0bf71c5607cb67a92b03,0,0
0xad2dd699e25b2f8d0f09af228034f360d94196ab,0,272270058931429984
0x2387e29e76b0c713aeef4c4927fbae271e14a6b7,0,190038461538461538461
0x3ce3c7061cfcdeb4003d7c47358e8aa8ab1ea6f1,0,0
0x3844e4d1beb0dece98a0c6d97599a86c6c3cc143,0,5248384615384615384
0x333efcc3fa92eac8810da06c3543c093e00803a5,0,0
0x59c80150824cda6adff654f04b725ce253445378,0,5952880342298509
0xb713814c5643fd8e76dc2ff2eb7504bf12d47406,0,162825259695582683
0x150438a0e37ce7963942b744ebad1ab057225115,0,220984615384615384
0xb4847c2997777ce3b7ea9fff2b8af452a4aeb83e,0,0
0xff9d9dd9371f6407233adc69d205c16581903ed2,0,4820848936380751201560
0x6e08df1885f4aa156d0d03b498e421df0821c491,0,6576927420519307249
0x0000005d3584925bfe774d112b623469533d1655,0,0
0x859bae12fa963ea121da5a3da50d8991139c171a,0,0
0xa02b6e47052132ec568cf5183c5afbf7f1ad8660,0,123550175473048758519
0xfa8eb5e34c4e1e5cf0e55e806c0801b81d68be1f,0,3027061242230496716
0x48b41e8b5914e5d56654c816585270c95b6456f1,0,428365384615384615384
0xec61467ec20ef38957ecdada669c5af084f6d7b2,0,27649560899234434541
0xad7c503d51fd217eba25cbd15c64a03573859424,0,0
0x9aa206d1394a072ae1fbdbc62c64e7c55ca3ace4,0,0
0x196cce9fc5e7ff557ce98d87ed0571ef2bce3f28,0,3176141850000000000
0x5efc363626e8b1aa07e82a91300e480385f47dfc,0,0
0x3fe49621a5c27eb3817489e64811b54b401cd4d7,0,6161322578317427339
0x2669ce86cb94e4a2c31b690102c7be6a3ddac820,0,102638535426074174566
0xbd221a2d0ecf973c59abb33e058d13b5c6a49808,0,0
0x3a54e0c7ef8444115197d3b6e21315b6f608ceec,0,145303390938208446
0x19685581afda56c1b0a47bc3e7eac7ec976e0806,0,0
0xb3a6ca1c3783e06a8c5f987954bf650ea368cb1c,0,0
0x6474183ade6709a76c3c411157f501d78b4c5482,0,303401564593989886
0x1a95fc83a6237276b462b18f1cd99c5ce668e77d,0,195615652457505912996
0x330a0bbddd2837008329b308d6bda3a8a4e3c9dc,0,22019284412456543905
0x0cf5254bf39e4d096b1972b0a5b1cb2d4890bfc0,0,0
0x2052319165fb2b632b3fa1d6e242cda42eebdd31,0,1944832050441704361
0x82a380de97be9b507433d37e0bd9c8b8b2f10401,0,172801250568564103
0xa2aead4397f72fb460939fd5a7df9de9f1e737c3,0,128942307692307692
0x2a20f002b40f91ff46568029674fc5a5ac3393b9,0,0
0xbed7482409659eab8b9b6efd746f8a53699bdda6,0,93460938148688639
0x9b06ce7455d3350d00994a886f77cad77b5724b6,0,0
0x380321d5ef1596a15b78ff63a7b268399968769c,0,20250000000000000000
0x93624c41a99e17089d0856a974e6c018cbbee93d,0,0
0xdfcad7b53504ada98d7a93f02ff049b18ff2b18c,0,0
0x7214e37ef397dd58b95888c6b7ebca5629bd83a5,0,124615384615384
0x285695009860f910f78401345ff353ba6d0cfe58,0,18000000000000000
0x954095d2801cc6c0526ed8816ca4d99fbb8a0330,0,0
0x342a085e69ac726b9965ae6ca0e6f23a23256e03,0,0
0xf50c7b18c127b43cf0de88ed753f3f8d0235ef8a,0,0
0x442269e9e7cb11aefd08eb6981ee7ddea1fc938e,0,1294877245062017910
0x396df64508673753bd43fe1465d745cb2cabc079,0,129807692307692307
0x42ca6b4266179c47cd1e19a054214965df28da78,0,0
0xb3fbda6d402a4874db14fff4495e6dfbd34b6ff4,0,239553172993761505
0x73d9ac8cdb2e0c7ae1e743ce7078ab2ea4b08481,0,0
0xf33350b3778985a606468906908eb002644c2d59,0,195834774333385020
0xe93709a5d4afa46ed6a2d1b4d93dd13137babcb9,0,0
0xcbfeaa6d42d5d5a15cb5d499dd5905e1231af74a,0,2149756247671106840
0xb9be759044e13f545225173b286c70410a5aca31,0,0
0x79432cc61878bc3ed352ea311761359a2625af8f,0,0
0x538ab12cda2a972c9d37828a7a9239fb97b863b6,0,327110363325067339
0x2d3117e30d36d561f878640b82be8209fc69edc0,0,0
0xbef54c3b0898d005fb500c6931ded87579d7a3a8,0,1360887529765827647025
0x907f6ba8cbbc4528d262c69633062b5f8fa95136,0,0
0xaf6da5c20cd40f43ed023ee1ea9f9fcbff724743,0,29402100000000000000
0x709371ebe78323999dd3e1d2d6de46b1d57b082c,0,0
0x9a32d0389d3910683f5a1851cf3d60564acb26e2,0,309085504041778035
0xf4a50ca186dabe0c3a17de7f88a415488aaf011e,0,232096153846153846153
0xd805aa04c701049b282a94ecbf6dd6481bfec162,0,0
0x20ad091f64eb31267c248f6200775561bca17168,0,0
0x9ccb7ecf70d0481538ad6632bb5d8dd0e909fcf8,0,0
0x1d1c383d839f4f7426ccdadc7307a2344e66e252,0,6808680000000000
0x52882ec01feafbf9de48115d10df6bb75ca3912e,0,1062562020939700111
0x49eb2a1ef5bbfd234e4f50c78bcf78177c0f50e7,0,2548609327532716213
0xd3362e86aabcaf3f3508a6b878ab41fcb82f2bd5,0,0
0xc8d69403c231a31a77fd5e6e87367fc8f12b0c5b,0,0
0x0244f3ba246aee6f6214ea1439bf64084a323fd2,0,253641573715981180
0x08893092e474f58adab42edd09c37a31a13aa8e4,0,0
0x2150e80dae8359592d2f7a3f83d9dfa4cd343c71,0,9210302329223794
0x4ba38d76d13fd9cb2691da53490085708d1e5053,0,0
0xe091a69ff4d7db773bc0adedfbf69e7a14f4457d,0,166961633899995049
0x3407427e3efaf4fd67e150c4b30a3f7eb725f133,0,388164981867996074
0xf95f66436006d32b8b6a0d0a6fd2736a7fbb37c1,0,0
0xfa4cd34a21b4170249f0ce2257bb0d649fb18005,0,260469738119766416170
0xfbfb866279306e570e7ab8508d1512e2fb3180a2,0,188649432146234226
0xd51029410eef4fb303fc0b327b6cbe9b209706c5,0,13055530632073650
0xcad4f4417ed241bfb0061c6e9d572a3e12159549,0,2403858892973977
0x0f76c39f10d6e04bd0ba9ed171c7343ebf9748bd,0,60684604089049382
0x83e070cee02275b5657774c3ad6019eefc38ad62,0,0
0x545f3c090ad35b17603b72c9fe054e197b503e26,0,11682692307692307
0x8755491263b0f40318905cbe3594ba8cd3f95189,0,0
0xa5a9cf3b8826169fd195b15a34a5f3d6e91d7898,0,6230769230769230
0x73ff448cf98a97c1ee1f2263f0988988103d90f2,0,0
0xd1ccc44f7386c1bc7b5b5d9a12ee93246fa4fc9d,0,124615384615384615
0x1a53a2c61c9d4aed9fd7ff1539b50a66f7d78bf7,0,3320625045861897
0xd47835d494ac1bf8c140b6a04e69b67e75928022,0,508481749030507990
0x7a40002f9a331e2a136c1995b630009e9753e486,0,0
0x797351cf2d2e3d6e253070d2ccd7dd825861d493,0,0
0x03ff99a1eca3eb566030d6439dcb75c47e389592,0,438739629289259039993
0xafe41874e60e1a2e677725a4a278d6b81485c42a,0,8185057785784819
0x9cfd1d28bbf173b23344bdd66f5ba25bdcbc4045,0,0
0x2f1264dca7397b768ff567db2d4bf6f409594286,0,850500000000000000
0xe91a0cc3bc2c0664b1e0f53b3e852b8d980788ea,0,2070000000000000
0x3fa8d30e3963042c0bc05853bfeb3f524a6cbb4a,0,77372120664608930438
0x158632dfcceae59262e8a7b11b8250e9ccaa92d0,0,127571398881690231
0x1501e01a8636e8d6c3ccd2eba465942bee958a5b,0,0
0x6ed8ac491b284c73dbe6a742588639a5992ccf65,0,0
0x20190624a599f91009afd91d6ced6a26951e2b90,0,0
0xd04443a8310153743560e8af6fd48fe7dc1119c0,0,79196905357891009
0x0138c0a6c4930a69487e796d03030e269c24d5f1,0,73976736173851183
0x7b2a5b508dd1dbd647f8dd5954af0132da614cb2,0,385222979248512573
0x39221e5cbee674cfa531ac922c8e73e8781ef216,0,5129015478948990
0xef0ddad99e75a3f55401e54889c73134094bd208,0,3275840581206
0xdcec3e617bdb5160ed3743a5735c8a47f82d038f,0,73512191761293931
0x9b4101801113e210cb2b46608ce1ea9c95903e2c,0,0
0xb49f4a3edc04ee7052ec3b97c5895624b0087d39,0,0
0x609c0851b8aeefb1e2be596316356156b282fec6,0,85004784407653216
0x5b012d6620867979bf0a8729207ca0dcb0a9284f,0,246218020972423111
0xffffd230115df924d3b805624437f4e47281c3f8,0,10176616340616779
0x66c6553823c724bb25f775a04b4d67a827d1fc43,0,1370769230769230
0x7ab33ad5f25db07d1da7a8df55a71036f07da22e,0,0
0x984212c576730bf384c935572bab5dfdc4b4641e,0,1280769230769
0x9e7581604b5ebfcc4edddaaaf3fd64626d037772,0,344346099529811
0x35d70668a7bbb9f7dd28635f0452f848530b58d9,0,47468038894844825
0x7d178d5b060de15fd8a92ad63d36b7b5e1ae5966,0,0
0x9fee9d03865568a3f3df36eb8e792af79ba41183,0,60703293708231
0xe9490f7408bba5e401dc1b15c0cf076fbf237899,0,941538461538461538
0xfad17417cff098b1004b8439d5e0dfa9aab96f2d,0,0
0x4c3a603f3c19f34aeeb1b14814790e9a34b49930,0,0
0xd8a3b1c3e87bc223fc0a03ae44318aabe1eb9c88,0,0
0xcf53cab789e7971f331b8ee1a045ac920109ba78,0,0
0x19aab34b479e28c9dfa55f6e8c6f29fa8dd5bb1c,0,38642038787248164
0x85a78745098bb46e3e504cc6d1e96ba8af6f7446,0,42440831779372107
0xff40713eaf9b0842dc10e24773b361a6a79f53d4,0,41895330439194405
0xae88dfe528f0514a2abe756ae73bce6e41a5659e,0,0
0xb7dcc1e16e36e07c67cf25ff3ac623f9d3208e55,0,62708081268513947
0x4fb4ae5c3340bfe00b064bb0332ed932626c0d51,0,35014835029206230
0x6e503d00477f257885f24b58203301f1007ffbe6,0,45535286464976558
0xfacd51712f5d643beba1b3f86602b4ea2f1fd682,0,0
0x3bc0ab9c16bb49b0b2f5dbdda1a99ecb63acc08f,0,86192307692307692
0x27ae4f09f0abf1d07657be262b22fcba3b57f0de,0,1133965384615384
0x9a6769d56ec5ac109684d4bcd3d341b53cc5694a,0,1847802044070421
0xe841ad481449b26f559337ced5fcd4c968847e85,0,2846964174808590
0x45d96136013438a6a66b456ac2f3df76068a534e,0,487704437166832531
0xc1cd51787057529d6ae260c99e22758ee45c3975,0,4794542443832200
0x7f4697b5e014df7647963f368dc37f13baf3381c,0,1972605193112995
0xc221f1b9309724b7855e13c1a3cacdaa6cc5e9bf,0,3213759585334270
0x107626c589ec9603b016595ead04af41a6a0c5f4,0,54000116561839846
0x9324e778083e22afadcd536a8b2b801a87ceb771,0,0
0x3cbcb64343ad71fb364be739f0b2475390b53402,0,10972741949347327
0x1cc660c45bf703fc2a4d2d12b2b296e2127997f2,0,0
0xb689dc0f0016d3798b2a7e58c6da8e4de3b723e2,0,684349255136909659
0x428158e81e1b9571b97382523f4a8f85483d54cb,0,0
0x85fb7a773ae571c907283fa68277a86a8c53187b,0,12336923076923076
0xcb2e511709c64c8057e376433e213467629526b4,0,660151430639273146
0xc460a404ee689d6f84db589f26dbf606b974e38d,0,1246153846153846
0x9fffe74cc5886c2b87cf7628bbbf2b051656e337,0,37826025606925511
0xe6a10e25852881ca0c8093dfc4a3107b6e90a711,0,578864012945323171
0x924f917db69cf1bc0a6420928c04f2877c64d6fd,0,12980769230769230
0x39f8936f12b7645f08f611ba75f0d6216090c99b,0,16892303097729466
0x63b822836cc79399b19b4a5b55fb19181e61af9d,0,16345141147438416
0xffaba83782c4a7ad9259efb204b57230c432cc5d,0,27155963165417542
0x85a0fc9fb31f6027843d29684b375df8cd3ec4e8,0,2597510111523682
0x46578bbf31552737bb8180a99537a3bae2320a03,0,2857723714673874
0xe38dd570aa7c0de83d3e7faa4c1524b8e398030e,0,5168710910947152
0x5fae784e7e53d5e03576007c781b31c4c43aa73f,0,0
0x93433c44eae07730d2c2468d277a479825c33737,0,81796153846153846
0xdc372cc7c3ba586805fd2229fb75f03e9276e384,0,41058830393692994
0x78c034a21f9ccf28c11118a5987127e90bb0a40c,0,41993301463703039
0x27796303c9a13ad82f9608de6d038bbeed23a3c5,0,148051749102132859
0xd1d23a2fcb3d5c20fb90b0a5b5b481aed0333e89,0,5573076923076
0x2ed030df041920ae64110494c1fce662ed8991e5,0,23216115821766656
0x5a008e1944df5cf9b712170b93bb0cc6c700a2b4,0,36571869588701406795
0xdcc17487175ff15ec18cdf7009b0a301aa57e4c7,0,2425421675289948
0x4ff409391681e5129ab13aab94a59bf3a178af94,0,27341613227850589
0x1c51a009806d2e4b02960b394ff6d95767fc5930,0,610761782003553
0xa36010f45e09e12c4ba756bfa5c0b46fbb35737a,0,3816945585969230769
0xa42ecd2a1454b0f55b42db042cec0207d0c18a93,0,17708194835140013
0xdd6fa21105fe98dff55577620712d27bfc6b2d0c,0,20461798158324967
0x7c287698eb3f91d588aee5db3b3ea3fb6581418c,0,236835007660315432
0x2ede7660f310c62b318546a479edf496df2e5d19,0,12969188690872362
0x310e989c73b58591bb61596972b5019354f8b668,0,259615384615384615
0x52b9dbc4257cecc278a348c6670f7eed8b10bb03,0,29234033058397563
0xa61a64458d74cda95e90fd18a100f0e4de4ab65a,0,19093519434700097
0xcf00164bc79ba5ab64f97b5ecf9028166b7a5c6a,0,16326680219680947
0xb8e551536afeead0e108a0b464180ad5236d28b6,0,16005614436986417
0x91b55eeb67207ed88743e8d7cd14e7c59af05545,0,2818120432367717258
0xd45e6cd13ede5e37d96854e587c9e01a39ab66fa,0,16149831446776467
0x322b0bb9967aa5083774dd06c7c37e35fc9a8572,0,17496973880463891
0xc12e4e095d927378911d254fa6f1ebdf36cf80c8,0,0
0xa6cf201c2bf7d0dec646358b0e559ff47aab79bb,0,0
0xbc66cae009e8846bc957c74786dc76e51b27c442,0,16382941698352643
0x7cf666a3c3d7aec6e18de6b4ef0119808a7e8d5d,0,5572384615384615
0x2463d5d9dc384ccc5e17c5b7e71d2330e0d71d95,0,186935538461
0xae543109b66df80e334e8839c6cca79d3e3df1ca,0,0
0xd54788f645fa63317a630e12b5542a1935076271,0,0
0x8fe7cbef7f36816c260ee69d34fe5846d86c1934,0,229698485472696
0x95cbc6598be3c7b73d5f2dc87472367912039328,0,0
0x41b88386c547a07ebed3e8565cb071f2e84c7513,0,1795424870691424211
0x97c8925ba3c1ee3c4378e04e900abe1f6dfa9b66,0,0
0x59177919686fdd58ac20192a35cfd8e3167bf44a,0,62307692307
0x8762b567342b2cbf87ac6517bc75aaa84c54af26,0,14160511850868035
0xdc5629eb3e2c57c185d9017c52500c18e6413909,0,2781024348623218
0x13a7a1c39ab139d985cbce2c193eab774e29e961,0,0
0x8dc44ad53b5e45281700ff67e14f3bfc9c929d2c,0,580631043718944904
0x72abc62e83d88a9b3b3bbad1e3ea4c0967b43040,0,0
0x6858a4d8d7d0297c138b403b6a34cb3b424b7f4a,0,0
0x4ef1ec513005a62040fa2a9a5f533522326933b0,0,0
0x4ff3d7a244fe5094b38bafa49290e0cc5fcbc172,0,0
0x8160bddd9421cec8037bb7b216724f12fb57052d,0,25252335193698338
0xbe5db17252907470e9e8f927c15a68f482c61da5,0,1026423729390130173
0x5ddce00caad6757b42d04a67b107dc78feca8d78,0,404490859335869
0x83bad39f067ef72e354f2ea9d318eaad381a7f15,0,812620919190941274
0xd6ddcca9d6928bd07ab564beaf8d8ad92f0fb401,0,55248369275469755
0xc695a251bc2e6f5b78ad2edcb9818e3630488dd2,0,5159923440759665781218
0x1dcc3403d39485720139af6a1242552d5c585c43,0,19766361163343821
0x7538816e92fd160fbbc96e3a3d1566aa49b5a603,0,0
0x25528514fc655052da22a3db80b9beb5bb0af0e6,0,908380051571522
0xa76fa1b82a9e98cef82e354b505614f23f5f5187,0,21038088984115926
0xa718876f8551306146028ea6e295f24bea02cbb5,0,0
0x5ef565121ad175b62da0514169431c8441512148,0,16711915095506340
0xfefedf38c9526443be27144f3896995965d8b075,0,60399462306815136
0xd17bc3661f04896308a7e948b34598f22996fa64,0,146690452095924
0x91d1edc06ed1661f3b491613c866e163021f5f00,0,186125206612791053
0x9c44d61d0eb36d734290ae21aa2ba71551d5906d,0,231300000000000000
0xffa87c15752d477e45764279ea70cf624b049abd,0,1704252971381078
0x08ebb5802646849f5f34b64a700ef19538b29222,0,2056843632614689
0xe779090f04f4aaea99e503dc5f0a63623a603a96,0,1774611023142256
0x78eeaff0e960649ff2e727d10131157d142c04ad,0,42001601255232499
0x4f63fd753716c5c95a14ac49300d0b361572535e,0,21639959789282539
0x0919a32fbafab4ad42158f323468b6e6f292db40,0,18965062121307347
0x96f3c38bec52a1b38bf2e89dd4ae7801999c4670,0,14764956938829560
0x518f047ea1078231d74bd7225fced1fec5058437,0,22008748960355959
0xb2f7a93ac8f7e72d1afb66bac8feebc53ca4bccb,0,37529393419953
0xf20f32a7d883d7a752bc9c040edc23fbd33823bb,0,284373459955404
0x0376e70999c1a9bb786b3cf6d3ac4874b2b87a51,0,0
0x84423ff43abb7483814db4da7be6a03f819317a0,0,20834041338821892
0x6fe378ed2912b8ab62d31c5ec934cadc443f2fa8,0,0
0xd3cf84edf9bed670cf9e9983b252b5d9c4818afa,0,749061381544544411
0x7f97f1e1173741f971565779cbdeeda97d60d164,0,5695149491945061484
0x8a1a3b377983a59ad4961311928cf86e9fa3a5da,0,0
0x3c0b8c0715e60384f9dc4124838ff16b7a1aee0d,0,0
0xde3fa4bfba6aeace7c4179fd2e88c0d8f2dc1169,0,33657749640233843
0x5c4eedb85defc14641e5d18e1c781390eb2776fe,0,160185530278717
0xa55acfe18b8e931eff95f981375ffd3a2db48dd3,0,62307692307692
0x32e5163f2dc2378f7617f0f4905e6a892bc59068,0,44431577151611
0x7a25c7b819cc7623867ae20ac6edb85223f3ad6e,0,0
0x457e8e5f51c374633a0db049945d39c61da4321a,0,354632111843977877
0x562ea28e6233eff6bc7d021bc3c60d88c6910a5e,0,23486317079026285
0x9f5b83f1c65bfabcc405e8d044788ad171c79094,0,23591317912314839
0x29d62e8c72885486b27b93f171ccd46683af179d,0,1156153846153846153
0x234a6ebf4cea3230bc46ab4c145018cb1f24d21a,0,21319506622989955
0x7040ab396d75b9bac78fd85cecc2c2556b514144,0,23684317034570123
0xad88b04c8316ba080bdb148457cd1b5b03f3c82c,0,16876305277545517875
0x4bffc55bff5df4be74e3b6cbf61280f7fbea7093,0,22129225839338756
0xaf9d2abf6b340991016c4e2ab2a88e7398116ad9,0,144658298833013
0x727e869a9b139249eb2ce14700e7ca3fe766f9ca,0,19502923714742273
0xd6a34c6af98d5df7be3d6b657eaacf49b38046fe,0,22566469673264918
0x1dd504f31601d7d9ae2b9248219f2a540ed93507,0,21231775707081798
0x476863fc6046371b976b9106359e2a2efa70a899,0,0
0x912077a903c90fef0e95e9d4fc85becedaa7b2e7,0,226874473586109
0xb13b1c464c66a5b814d74fa0f439b8f2d9c69dbd,0,429583618176624
0x4d25df0c7d724f55aa57899e07cff9c922509585,0,18555538653733057
0x1a0ea57a9b53281a3fdbe68251296c0c0de6f530,0,67508344197492467
0x2de3c415edfb4e28ba82bbc03de7672f0ac8d282,0,1078923569311419790
0xaeddc5c90df91d8a9f1e9ec96aee93e64c8f045a,0,41280111783342504
0xb1c5a8ff5d68b34864b5483cb1d6276590c67f28,0,20262375631763362
0xe5ef8803f1bf5e8c1d984055c6a09f369afe1732,0,0
0x27c9ab85106271d2168f914e573479fcb6df0982,0,21979589275199368
0x6803db429e0d20ef8635779f6475121a1f6fe197,0,503757692307692307
0x19312918aaf9b94b36badb1af1b479f7aaf7fb5b,0,483092307692307692
0xc04726cb7f97a08f0156ae934d09f847a975d4b6,0,33278426631055530
0x17f8854df119e3c20ac0b9a78b6b121a3a5b7f8c,0,60576923076923
0x50516046078f8add248d34e8c91e827c19efc7d6,0,32801163669154782
0xe166682e0c02fc795662e3fc675927643eaf69b3,0,96909292053685948
0xc2aedb7d84b168683185cc401dd2d0d9b14d1aae,0,12565687146919473
0x1f93d3c7d61895fa4dd89e16c66f087f6ec47179,0,22084078783846153846
0x8dded6cd3f65337356f06eff3fbe1ac95145b11d,0,0
0x856565db827588a88780454863f98a4a323e13aa,0,0
0x3b471ed3704c2b7ffe43d29b147448a88e5f1372,0,19374583249548703
0xcbfa6a77c83db4682653d5fb970db8f93b3a0e37,0,20145930589845770
0xd4efd8b84e39efef6f18cdf808c9d311b6408f2f,0,0
0x4e584d24f84a302929519167bb9345144db3d9d2,0,21285640323404292
0x08199dbd981bcd819a58776131a7fd6e567e6046,0,155179699414412309
0xb00f24baf8debb8eba33c78e5f00c5dd63fa217b,0,257994168968424
0x53079ca29e016c248a03f138e41777c7b3ecd4a4,0,30802563659443359
0xb10812f4cd2723ee31ca5eb12798134b31be2129,0,0
0x1a49ab85d7a245aca1126f7cfdad8720994b9a29,0,0
0x402b58544c5c4a39995a4a7d0b3c9e84ce73c2ae,0,0
0x3639be6daeb173436b4892d561a916b4cdd72a4b,0,22869025683915494
0x4b7644290e00b234920e0cef2281c1f5e07363c7,0,0
0xaefdf9b8ca28da1d2fef58a9a9698f48fd00ead5,0,23086694966151321
0x73c548a41c54d32fdd3817015abb2a2578431f29,0,21954088207920461
0x58d7a173ea50a750bee9bb5dfefd6829b2145dfe,0,22134103319762847
0x2e83d0c131d7b4a1fd86e788539af4e57639b977,0,15261230769230769
0xb3c827be673400aeedb084574914ee8869553b2f,0,20089902494585444
0xe2725c7a4f336be5d7c95cbd7f6006be7ebeb9a2,0,7120769836211481
0xb489fbb8cd821552c8b2d26a4b77d8751056649c,0,220880689662511055
0x3c1195a1c3b48ccbb289e4021b3fbe6ce2804f2c,0,770053846153846153
0x1ee0c544e04b6e0a3a28f5cf9fbc664c61a4c38b,0,0
0x7020b9e0a662a9fca2213938fd5c0feac356cfee,0,0
0x39fde624e251b42a43e2564ad9fd07160cb2abb2,0,0
