2941.18,2.04,Contributor Compensation,0x9a54e31807c6c8EaFDD012A412F1851e77FE7843,24 months,1,26,MultisigVesting
1838.24,2.04,Contributor Compensation,0x72Bd32a5317EF2F392e1A0D580abFC32750efD19,24 months,1,26,MultisigVesting
2941.18,2.04,Contributor Compensation,0x630aa79cFD4254390c93e9221cc3d3F195dC716f,24 months,1,26,MultisigVesting
750.49,2.04,Contributor Compensation,0x72A34efB62c8Dd0147df40F8ba0b9b66CBE65bEB,24 months,1,26,MultisigVesting
4289.22,2.04,Contributor Compensation,0x06e52AE51fA0dCE35B4C46c2CC441A94762537E8,24 months,1,26,MultisigVesting
1123.53,2.04,Contributor Compensation,0x9Aa8F928011EAE7E5466b75111175518dF94348d,24 months,1,26,MultisigVesting
18382.35,2.04,Contributor Compensation,0xd87beb25391Fdf4de6538b9bAc237E00050D958e,24 months,1,26,MultisigVesting
398.53,2.04,Contributor Compensation,0x3F4F13776E6F56BD092C721E7De2F15d535B19FE,24 months,1,26,MultisigVesting
367.65,2.04,Contributor Compensation,0x367580BEc03c001D76C51591C7d79914c4cc0e7D,24 months,1,26,MultisigVesting
1102.94,2.04,Contributor Compensation,0x1B888038505D3Fd0b577d7076d355eD21b93CEfe,24 months,1,26,MultisigVesting
5392.16,2.04,Contributor Compensation,0x36aedDBD87b092E01Ea5327eFBb619187F9A9c13,24 months,1,26,MultisigVesting
1348.04,2.04,Contributor Compensation,0x36cd8971BE8B72Fb408Ef4E7Fa84c0C62CC15E9F,24 months,1,26,MultisigVesting
735.27,2.04,Contributor Compensation,0x3E7821266E1b3fC1228403f9F43DEba7dAedF66A,24 months,1,26,MultisigVesting
