10961.54,0xd14243377941DD2409827ca7490ACFcdb33b76E5,No Vesting,,,
49.09,0x1aF650187cceC73bDaD62860B6DD6eDE9d933Fd8,No Vesting,,,
1282.05,0xaA75B8c9e01Ac2E9FC041A39d36a6536540B2072,No Vesting,,ones*,
