1053.06,0xa861989e618D911b4f090aF3cc1F1E56Ab08D210 ,24 months,1,26,MultisigVesting
99.59,0xba986c82a78db4cc36d05fd99836c795bece1663,24 months,1,26,MultisigVesting
298.76,0x3E7821266E1b3fC1228403f9F43DEba7dAedF66A,24 months,1,26,MultisigVesting
199.17,0x3fcB4fdC45C01344805e41FA413828b76BEca719,24 months,1,26,MultisigVesting
995.86,0x58B753F0c417494226Af608B63E80028255CBc64,24 months,1,26,MultisigVesting
109.54,0xB5E576E33a7A06cB96F08B1ef2e712b9Cdb22D58,24 months,1,26,MultisigVesting
438.18,0xf6658658F54906F382Ba456eB0741e795a9DeFb6,24 months,1,26,MultisigVesting
438.18,0xf6658658F54906F382Ba456eB0741e795a9DeFb6,24 months,1,26,MultisigVesting
21.91,0xDB12eFe7df41c30292879a061D93ceb6B1cd5184,24 months,1,26,MultisigVesting
109.54,0x9A81ad3b0E0626184213bf918e54Ea831c6f2a91,24 months,1,26,MultisigVesting
109.54,0x37E9EA6e4D5A55491a1514F9B5057a3Fa36Af535,24 months,1,26,MultisigVesting
109.54,0x30fC9D86149c9241FDd5450748F8CB6734E1fdeF,24 months,1,26,MultisigVesting
39.83,0xec9a4B3C93B295d73c08a51DD638F6CFB4c88C9c,24 months,1,26,MultisigVesting
