0x00297d4fd2d3851924b932dfb64671e4e1fd5307,0x72bd32a5317ef2f392e1a0d580abfc32750efd19,11/01/22 10:39,2419200,62899200,190.48,106766.3273,Team
0x01627952426ae7a613b11df45c07b9bd63697b93,0x9aa8f928011eae7e5466b75111175518df94348d,11/01/22 10:06,2419200,53222400,8761.28,5973.6,Team
0x01db803b2f9653fbc3ba558342999fe5aa76eb10,0x78a0de7a48cce1a8759f353987731394d5c0ffa7,12/02/21 11:20,15724800,90720000,2016000,2016000,Team
0x029df3c597ba71cc41a3fb6220405ca5b3bea3fd,0xbfd7de39db0edd0bb912de917e1553fe42400402,21/04/21 10:53,2419200,62899200,534.24,24677.38636,Team
0x036a614368d840434f5cb4d8e1627109d1179585,0x9bd6759f6d9ea15d33076e55d4cbba7cf85877a7,15/04/21 06:29,2419200,62899200,8.9,1239.913462,Team
0x052d458f19b1ad80535f0708d19624311d6c395c,0xec9a4b3c93b295d73c08a51dd638f6cfb4c88c9c,12/05/21 13:13,2419200,62899200,78.364,131.2417692,Team
0x055f9921fc7f9474f75805dd4a82a99cdc40599b,0x3d91ad906c3969f86c588c988f721d5a735c6f81,20/09/21 15:14,2419200,62899200,52.47,46.41576923,Team
0x0fb2a2d282f9b032710b7c1d8710940dfc36d6a6,0x5f66239a0658b2607ed09f8cb94c24f883ad14c0,12/02/21 11:52,15724800,90720000,500000,265625,Team
0x10c218dd39a2656716000b919301043d2854f4a7,0xda0b417b8baba6b48784547277750ffb979cb293,14/04/21 12:35,14515200,91929600,12000,12000,Team
0x10d50990e93fdc28252acfc8ffa36b9c9c59b420,0xac0a0506667bab7d2bffdfbdfe38d31b0e4ca547,21/04/21 11:58,2419200,62899200,986.03,455.0907692,Team
0x111ca70fb81e70655a35a1128552e302bf91dbc5,0x69142f41c26c44e7eba8cf551c9f8dfaadf60e53,13/01/22 12:05,2419200,62899200,2095.24,2329.33,Team
0x115cd42ca67f592d8bafa12e637f05188cb9040c,0x8512d16ad34b5bc8a563bf99dd4715de3538ccbf,15/07/21 08:56,2419200,62899200,50,17.30769231,Team
0x12484998b04ddc5f06db5646b4b5571dd796e9dc,0xba986c82a78db4cc36d05fd99836c795bece1663,06/04/21 12:56,2419200,62899200,641.026,13023.28597,Team
0x1319f959a7abb48e34295b6436c78613cba158c5,0x6ed58e07e957103e32dd552776570fc55c6eafc6,23/09/21 08:39,2419200,21772800,1,1,Team
0x145b0f78a14837ed492ad4b76bd1d757a142068a,0xbf52efa522bae6359ad1e7a03add636233d10306,22/09/21 21:58,0,87091200,1,0,Team
0x1515328a6f8f8069517e2f90b2b2a632d833e2c9,0x579953d7c25c338f20e9a65099e8e9ad079d87f0,23/09/21 18:42,12096000,82252800,420000,350000,Team
0x16b14b6640439de5d79dc7def5754944005c76ad,0x1bf234915647a2a96b7c1145efcf08554de1cc56,15/11/21 10:56,2419200,62899200,867.04,1335.2,Team
0x17f34b5b0ca308ea9ddc885324c6ff92bb178a84,0x16f385cbd2115fc07d293f1d1ab0a2611b99a82c,21/04/21 11:55,2419200,62899200,534.24,528.4492308,Team
0x1832c9533e34479cb44315c56922e378414a8e35,0x0d1831ed7f1c5c55409a542d7e4bdda0c1238e91,12/02/21 11:30,15724800,90720000,1413575,927658.5938,Team
0x1d4fafff072b02053f720ced2faef8145ccc5ab0,cp,27/09/21 11:17,2419200,62899200,1541.88,830.2430769,Team
0x1e2cfe60d67baedbb1d1cf03bebaa3056a5decd0,0x6d9a4667e14783282517d0e3ebecf29da808c6de,21/04/21 15:19,2419200,62899200,256.41,501.6023077,Team
0x1e43c5da56d2e4412ac138fbd6dbcf806f14159e,0x913a3ac5fc08b70ef91e776cbbb6a5c1a49b0b22,23/09/21 18:55,12096000,82252800,1260000,1050000,Team
0x1f728a834c6d2e448a39168c2fc7b1520606d5d2,0xd87beb25391fdf4de6538b9bac237e00050d958e,09/11/21 12:51,2419200,62899200,1204.22,88675.58038,Team
0x1fb9476c5d3cd3b46c7a5ad68dbfa3b668ce458b,0xb5e576e33a7a06cb96f08b1ef2e712b9cdb22d58,09/09/21 11:05,2419200,62899200,109.54,109.54,Team
0x202e0762cfe87dcc0cffd10878e470c5def51a1d,0x51c4d48d498bfbeb5c799842239ffa306befa2d8,20/09/21 14:41,2419200,62899200,655.82,1537.977308,Team
0x20746792f19e0eb49fd099315fe925929c374247,0x5146b4078418a30730aa6627ae5af69eb8b675fe,08/03/22 19:14,0,48384000,1008000,0,Team
0x20817ccc5b55047a20a66e8bb838021a4c970191,0xeb7abd5e72b820e0a330699d99bf5c0df76e794d,20/09/21 15:02,2419200,62899200,682.06,682.06,Team
0x20b5cf254776ced6eee76b692a7ca9178b2ce3c6,0x854058553df87ef1be2c1d8f24eea8af52a81ff1,06/04/21 12:28,2419200,62899200,3205.128,2159.375775,Team
0x21aa8a27905f1ec5cd5ea953e83d4d7ea3ce1078,0xd8b9fba2de3dd2bac04e5c451838a1828e5908b9,20/09/21 16:27,2419200,62899200,1573.98,1573.98,Team
0x22a45660fb1255225e6f8cfd481c8437593a34f5,0x06e52ae51fa0dce35b4c46c2cc441a94762537e8,24/11/21 12:35,2419200,62899200,8890.39,51982.28962,Team
0x22d48ec2ae4a5fac3812f50a00ffb340a01ca394,0x10b36f3064b88dd2a98e1723bfa47d38a28a69d2,11/03/22 0:51,2419200,62899200,13636.36,103830.4427,Team
0x23f2e5dc307bdbef212b6a5669252bca7dc4fa4f,0x8d8353731f248cb933e8d8915b92c3fd244e39c2,23/09/21 20:21,12096000,82252800,4200000,4200000,Team
0x2413e1110c43d3d4e26345198c5d1f68914b481d,0x88395db68a14d7e3918a784dcf8d29eb2aa91416,23/09/21 18:11,12096000,82252800,840000,840000,Team
0x266c2fee883703ecdd4aaac376a519c260f561aa,0x7ae13abaeff24c74c32e1d8482864fbc4c7f9d7c,23/09/21 18:20,12096000,82252800,462000,462000,Team
0x2678ca98218ec3b4cf44f9c52e5631a70457f166,0x1aeb6a6deb55e68e91b79048e95d1bee06d8ff1f,12/02/21 10:58,15724800,90720000,58000,234375,Team
0x270ec26a46b948aadf222394c68d9b4aff385cca,0xd7d9a7de795cd55f70bf1e49b8d51d5d3478097c,21/04/21 13:50,2419200,62899200,4915.02,10557.17,Team
0x274eb99ea49542e44cae26ea67069cfd6ab22fd9,0xe8cf2f9ffb1967cde68c70463b2256d1fff97c14,21/04/21 10:00,2419200,62899200,445.2,334.74,Team
0x283186955d70f0ade1b4a1e2c08b374c37de8b9c,0x08f962bf5f76e96a6b0a5d5ded279af6434f0cae,15/04/22 19:53,2419200,62899200,2340,8684.110769,Team
0x28e8f6dc5318302752042cdff8165ebe85690ef2,0x7f206f98b916cefa98ce4e7a518e659cce16c185,12/02/21 11:42,15724800,90720000,480000,255000,Team
0x28f9c4b597df38f5127a5e0536f7e671e9a42780,0x91ab7f5df554566a8cdd2cfc722d0aa031021684,12/02/21 11:21,15724800,90720000,2070000,2070000,Team
0x2cb14a84b075212fb8d53b33d431f428412cc3fd,0x5ec7dcc6291f6a0f39a603a84b0f1958b1fc0a3a,22/09/22 09:30,2419200,62899200,2291.67,2291.67,Team
0x2ce973a1ddc7612f3f7aecf6876d28fdbd9b7e08,0x3bfa3222b46318361649a3f35f624a6fe6c46571,07/12/21 15:00,2419200,62899200,66.5,1681.163077,Team
0x2d5d7394b730f6fba591774b4d118a4e45cdb9ba,0x853ec54979ec150c6898f47f738316f5eb2cc486,23/09/21 19:48,12096000,82252800,1050000,1050000,Team
0x341f8fc0edf32ef1cd143483ff3c3575a6f5533c,0x52b4cd28d7319ceb9a3155958f0cbeba02a5894c,27/09/21 10:59,2419200,62899200,419.73,1549.159231,Team
0x35edc0285e6ead434934cd4d5a79943e3ee8bbc2,0x1487e206bd40acfce5468cfa0679dfd515b96b18,23/09/21 19:18,12096000,82252800,2940000,2940000,Team
0x37814c1e9b702d65d344edf516be9b98661805b4,0x384bcd48840c24725bb309f3f8095a380a9163cc,11/01/22 10:12,2419200,62899200,1238.1,1472.19,Team
0x37c17b418bda1ad3df967fd8c0a367a01537c7cd,0x9e803272e05c5459af22456014a59b941e4edbbe,21/04/21 12:12,2419200,62899200,712.32,2536.54,Team
0x389183969f92103ffe7b88f70d0864a6518ad4e4,0x9517585da45e1353bcb16d55efd471a177430218,15/07/21 09:01,2419200,62899200,50,50,Team
0x393a85ccfb3a144cc18947feff782bb4cbd1b806,0x9aa8f928011eae7e5466b75111175518df94348d,15/07/21 08:38,2419200,62899200,5107.35,21695.35,Team
