100.00,,Adoption Bounty,0x50538851DF9F0e6b099A81034c67Dc1212491291,10 months,1,10,OwnerVesting
100.00,,Adoption Bounty,0xc052b01C9DFe9e8e151aeBaf47C7d04b69675d9f,10 months,1,10,OwnerVesting
100.00,,Adoption Bounty,0x3eFF90988E7923135886a5AB887480119a878Dab,10 months,1,10,OwnerVesting
200.00,,Adoption Bounty,0x46C1BCc02d2d11cc0d0D3f1174f088A0Cd46C1C7,10 months,1,10,OwnerVesting
200.00,,Adoption Bounty,0xAc87FBbf35e5504bEe8Daec50beF75d43ce20D92,10 months,1,10,OwnerVesting
200.00,,Adoption Bounty,0x887a0F4586E435Bc8B5260C04e8dF4f4C8501c55,10 months,1,10,OwnerVesting
100.00,,Adoption Bounty,0x578F22517fCF265e0Fe002F62a67BF78B0023dD0,10 months,1,10,OwnerVesting
100.00,,Adoption Bounty,0xE3f1121A1ddC59572Fa764334Dd007403EACaDdb,10 months,1,10,OwnerVesting
100.00,,Adoption Bounty,0xA669e3EA4acA96231ce8cDd563A0b23f6538A312,10 months,1,10,OwnerVesting
100.00,,Adoption Bounty,0x6F16df63AA88A4fd58709A18A7C98Fcf55fCA79F,10 months,1,10,OwnerVesting
100.00,,Adoption Bounty,0x72c2207C858141164Ce320ec36EA12504e5FF008,10 months,1,10,OwnerVesting
100.00,,Adoption Bounty,0x613933e84724163b63a2B6e52b90Fbb63a9757fB,10 months,1,10,OwnerVesting
