776.88,0x12C5BFf9e78EAb5B76c4c37378337838d275cb4F,24 months,1,26,MultisigVesting
1053.06,0xa861989e618D911b4f090aF3cc1F1E56Ab08D210 ,24 months,1,26,MultisigVesting
748.75,0x7E84199D092B84132396c14F37238e26Be6e8621 ,24 months,1,26,MultisigVesting
63.84,0xba986c82a78db4cc36d05fd99836c795bece1663,24 months,1,26,MultisigVesting
95.76,0x3E7821266E1b3fC1228403f9F43DEba7dAedF66A,24 months,1,26,MultisigVesting
319.21,0x58B753F0c417494226Af608B63E80028255CBc64,24 months,1,26,MultisigVesting
5107.35,0x9Aa8F928011EAE7E5466b75111175518dF94348d,24 months,1,26,MultisigVesting
49.35,0x1d8eAe1014Bf33357E7a10B4428D57cFeD07ddf8,24 months,1,26,MultisigVesting
72.78,0xEec8E7E6b58F6c980cab1e650f2d0d3eD49cf764,24 months,1,26,MultisigVesting
13.79,0x3D01Db1e305ffF05cfab8cFD3D9296Fde4D4936D,24 months,1,26,MultisigVesting
12.77,0x9fb96c6556562E660811c99da2351d99DbFDB188,24 months,1,26,MultisigVesting
50.00,0x8512D16aD34B5bc8A563bf99Dd4715De3538CCBF,24 months,1,26,MultisigVesting
50.00,0x9517585dA45E1353bcb16D55efd471a177430218,24 months,1,26,MultisigVesting
50.00,0x0e4AA60aB1F605EBC9b108E258E2d5102C11e70E,24 months,1,26,MultisigVesting
50.00,0x39C9544904CD629FAaF9A399A51de44a7cE0f6Be,24 months,1,26,MultisigVesting
50.00,0x73BFC74fE05ADA4FC0e3C514c33701cDF01260b9,24 months,1,26,MultisigVesting
31.92,0xB753b89722a1969D3850c37D05333aE592302412,24 months,1,26,MultisigVesting
1276.84,0x4CadA2569cf5bB37AA61A47bf750cb9D2c94685a ,24 months,1,26,MultisigVesting
