3757.50,0x90CB2631a7EB3556ae6d197eD4F28FF736233fba,24 months,1,26,MultisigVesting
890.40,0xba986c82a78db4cc36d05fd99836c795bece1663,24 months,1,26,MultisigVesting
445.20,0xe8Cf2F9FfB1967cDE68c70463b2256d1FFf97C14,24 months,1,26,MultisigVesting
712.32,0x4C3d3505d34213751c4b4d621cB6bDe7E664E222,24 months,1,26,MultisigVesting
890.40,0xccB542eD7C52df6CcF7DD1Ddc280cf1CE7498138,24 months,1,26,MultisigVesting
1246.56,0x70A4b9FD44940afF2575799c4E56cED28Eb01334,24 months,1,26,MultisigVesting
534.24,0xbFd7dE39db0edd0bB912de917E1553fe42400402,24 months,1,26,MultisigVesting
534.24,0x16F385cbD2115fc07d293f1d1ab0a2611b99A82c,24 months,1,26,MultisigVesting
986.03,0xac0a0506667bAb7d2bFfDFBDfE38d31B0e4CA547,24 months,1,26,MultisigVesting
445.20,0x1352877B5487767D5b830F5Ff740e80C31c07270,24 months,1,26,MultisigVesting
712.32,0x9E803272e05C5459Af22456014a59b941e4eDBbE,24 months,1,26,MultisigVesting
391.78,0xB3BA7Df8E14584Deca3C0F735effBEfB9F818601,24 months,1,26,MultisigVesting
259.64,0x8bb38C74B8aaf929201f013C9ECc42b750E562c6,24 months,1,26,MultisigVesting
534.24,0x01252BdB4927bFEED7e4c87a4a33d4DA8D3D5Aa5,24 months,1,26,MultisigVesting
893.07,0x36aedDBD87b092E01Ea5327eFBb619187F9A9c13,24 months,1,26,MultisigVesting
117.21,0xF5366a3445Adf491311a6e86443bfb5392f08265,24 months,1,26,MultisigVesting
111.12,0xEec8E7E6b58F6c980cab1e650f2d0d3eD49cf764,24 months,1,26,MultisigVesting
174.97,0x0C149119166d186299A8894a596106743f280B22,24 months,1,26,MultisigVesting
117.53,0x1d8eAe1014Bf33357E7a10B4428D57cFeD07ddf8,24 months,1,26,MultisigVesting
112.90,0xb0ace2c3a12a2026caef06898d734e8950ac2680,24 months,1,26,MultisigVesting
142.46,0xC950c6DF1847E985d627f48e89E09f7CBceB2B15,24 months,1,26,MultisigVesting
71.23,0x3D1bCe2835aD04388Fe3483877B09F6418b344F3,24 months,1,26,MultisigVesting
71.23,0x854058553dF87EF1bE2c1D8f24eEa8AF52A81fF1,24 months,1,26,MultisigVesting
71.23,0x94eCE1338Cc64F7846FA9e4D21fEC4b222908a3d,24 months,1,26,MultisigVesting
35.62,0x9fb96c6556562E660811c99da2351d99DbFDB188,24 months,1,26,MultisigVesting
35.62,0xEec8E7E6b58F6c980cab1e650f2d0d3eD49cf764,24 months,1,26,MultisigVesting
4915.02,0xD7d9a7dE795cd55F70Bf1E49b8d51d5D3478097c,24 months,1,26,MultisigVesting
178.08,0x01afC72149be9c59B1E046C7abef63C9EeBFa1d3,24 months,1,26,MultisigVesting
1180.85,0x6cb36e292D1A590603EbD822D8c826799a1Bb836,24 months,1,26,MultisigVesting
1187.08,0x0CaE98eD511BeD9e8c3D7FEBc8655feb1f6828e2,24 months,1,26,MultisigVesting
638.90,0xeae0DDAd0Ad7d62119d4cb4B8f8973A4D77D9407,24 months,1,26,MultisigVesting
619.19,0x9552478bb8F075C5E01AE94e0591aF3b3c992408,24 months,1,26,MultisigVesting
1617.17,0x25D9F0088C2b2b5E99C776851c4B508a68161E89,24 months,1,26,MultisigVesting
1335.60,0x3532bd3a774327dA6C42A74a445a8c4e73a45412,24 months,1,26,MultisigVesting
890.40,0x5ac41A5D5C20B390d6Ce981Ee477C7713E749E26,24 months,1,26,MultisigVesting
712.32,0xA7D862394234C3480a1F3F278fa710e1A0d2D728,24 months,1,26,MultisigVesting
196.24,0x9BD6759F6D9eA15D33076e55d4CBba7cf85877A7,24 months,1,26,MultisigVesting
267.12,0x3CA54E2a3D055cC50aC2842D978d8bd3eEB88b82,24 months,1,26,MultisigVesting
356.16,0xe8f763A8556B7531DdbeB09489957a7c5d91036c,24 months,1,26,MultisigVesting
1053.70,0xa81ee661f96d9f699e045ead990ae768612eb00d,24 months,1,26,MultisigVesting
813.00,0x169a0Ed32C87df764c17f92a2c9D7e01d4667157,24 months,1,26,MultisigVesting
600.00,0x854058553dF87EF1bE2c1D8f24eEa8AF52A81fF1,24 months,1,26,MultisigVesting
256.41,0x6D9A4667e14783282517D0E3EbECf29da808c6de ,24 months,1,26,MultisigVesting
