10035.14,24.91246553,Contributor Compensation,0x43fb770ad76349518f4631505fcca6a0ee5eba29,24 months,1,26,MultisigVesting,,,Not Issued
401.41,24.91246553,Contributor Compensation,0xB753b89722a1969D3850c37D05333aE592302412 ,24 months,1,26,MultisigVesting,,,Not Issued
867.04,24.91246553,Contributor Compensation,0x1bf234915647a2A96b7c1145EfCF08554dE1Cc56 ,24 months,1,26,MultisigVesting,,,Not Issued
120.42,24.91246553,Contributor Compensation,0xF0a716d0F96ff52F2Afb760B9CE10dc6AC4Dad69,24 months,1,26,MultisigVesting,,,Not Issued
1450.39,13.23779567,Contributor Compensation,0x04e712D648A6BA200e1B41305f208596944871fC ,24 months,1,26,MultisigVesting,,,Not Issued
