11864.254560000,0x3E7821266E1b3fC1228403f9F43DEba7dAedF66A,24 months,1,26,MultisigVesting
245.192307683,0x6D9A4667e14783282517D0E3EbECf29da808c6de ,24 months,1,26,MultisigVesting
1250.000000000,0x16F385cbD2115fc07d293f1d1ab0a2611b99A82c ,24 months,1,26,MultisigVesting
6112.939491313,0x97a56129a3e6b0c2ce256dbe3f70831661a4e1bc ,24 months,1,26,MultisigVesting
1358.787097000,0xa861989e618D911b4f090aF3cc1F1E56Ab08D210 ,24 months,1,26,MultisigVesting
1037.160000000,0x4C3d3505d34213751c4b4d621cB6bDe7E664E222,24 months,1,26,MultisigVesting
21.645021645,0xba986c82a78db4cc36d05fd99836c795bece1663 ,24 months,1,26,MultisigVesting
64.935064935,0xbFd7dE39db0edd0bB912de917E1553fe42400402,24 months,1,26,MultisigVesting
33.008658009,0x94eCE1338Cc64F7846FA9e4D21fEC4b222908a3d,24 months,1,26,MultisigVesting
68.787878788,0x36aedDBD87b092E01Ea5327eFBb619187F9A9c13,24 months,1,26,MultisigVesting
137.524350649,0xF5366a3445Adf491311a6e86443bfb5392f08265,24 months,1,26,MultisigVesting
24.502164502,0x244D1A181B6FA17b807d5aecA1053c4b26e8fECD,24 months,1,26,MultisigVesting
15.606060606,0x3D01Db1e305ffF05cfab8cFD3D9296Fde4D4936D,24 months,1,26,MultisigVesting
24.653679654,0x0C149119166d186299A8894a596106743f280B22,24 months,1,26,MultisigVesting
10.974025974,0xb0ace2c3a12a2026caef06898d734e8950ac2680,24 months,1,26,MultisigVesting
6.168831169,0x1d8eAe1014Bf33357E7a10B4428D57cFeD07ddf8,24 months,1,26,MultisigVesting
24.242424242,0x6769c884d334C396810fE3Ad72f40b1E151Bf1Ec,24 months,1,26,MultisigVesting
8.658008658,0x854058553dF87EF1bE2c1D8f24eEa8AF52A81fF1,24 months,1,26,MultisigVesting
8.658008658,0x453fC46D58deB787Cf4A4E42f352f5549Be4238c,24 months,1,26,MultisigVesting
8.658008658,0x589079F57c6aD630bbcDbd93B9933FA0De2be34a,24 months,1,26,MultisigVesting
4.329004329,0x9fb96c6556562E660811c99da2351d99DbFDB188,24 months,1,26,MultisigVesting
109.523809524,0xC7B25665Bd02bb2CfF30C9A770adCEfFe2BBACF7,24 months,1,26,MultisigVesting
1246.562502394,0x7579D5005F3f7b879001Cf017825AAE0552F27c1,24 months,1,26,MultisigVesting
8.050000000,0x0CaE98eD511BeD9e8c3D7FEBc8655feb1f6828e2,24 months,1,26,MultisigVesting
78.364000000,0xec9a4B3C93B295d73c08a51DD638F6CFB4c88C9c,24 months,1,26,MultisigVesting
