1163.50,0xA7D862394234C3480a1F3F278fa710e1A0d2D728 ,24 months,1,26,MultisigVesting
3011.96,0xeae0DDAd0Ad7d62119d4cb4B8f8973A4D77D9407 ,24 months,1,26,MultisigVesting
33.47,0x0CaE98eD511BeD9e8c3D7FEBc8655feb1f6828e2,24 months,1,26,MultisigVesting
33.47,0xba986c82a78db4cc36d05fd99836c795bece1663,24 months,1,26,MultisigVesting
1053.06,0xa861989e618D911b4f090aF3cc1F1E56Ab08D210 ,24 months,1,26,MultisigVesting
17166.00,0xba9E74E601d15E0b15576661E1bd1c5076eBc86e ,24 months,1,26,MultisigVesting
20599.00,0xba51491198A9CC5e5CAEcC4bAA64dc5AdC6171AF,24 months,1,26,MultisigVesting
30900.50,0xba5116B0f91A474b707876E5D60DEe672AbcdBd9 ,24 months,1,26,MultisigVesting
115.79,0xbFd7dE39db0edd0bB912de917E1553fe42400402,24 months,1,26,MultisigVesting
129.82,0x36aedDBD87b092E01Ea5327eFBb619187F9A9c13,24 months,1,26,MultisigVesting
43.67,0x367580BEc03c001D76C51591C7d79914c4cc0e7D,24 months,1,26,MultisigVesting
26.97,0x1d8eAe1014Bf33357E7a10B4428D57cFeD07ddf8,24 months,1,26,MultisigVesting
36.48,0xF5366a3445Adf491311a6e86443bfb5392f08265,24 months,1,26,MultisigVesting
41.46,0xEec8E7E6b58F6c980cab1e650f2d0d3eD49cf764,24 months,1,26,MultisigVesting
37.01,0x244D1A181B6FA17b807d5aecA1053c4b26e8fECD,24 months,1,26,MultisigVesting
7.23,0x3D01Db1e305ffF05cfab8cFD3D9296Fde4D4936D,24 months,1,26,MultisigVesting
22.39,0x3f7078751Ab9d69431362AfA054b551c827CcCBB,24 months,1,26,MultisigVesting
81.99,0xeC2135466f6057c3dc43676169bD85Fef3e27CBB,24 months,1,26,MultisigVesting
6.69,0x9fb96c6556562E660811c99da2351d99DbFDB188,24 months,1,26,MultisigVesting
833.33,0xc4B0203432f59BC5D7A386d5657626d81926De9D ,24 months,1,26,OwnerVesting
833.33,0x22B16E3F18f0A99C184BAAE92b6d3536c0E323F0 ,24 months,1,26,OwnerVesting
833.33,0x0BAf78675e80038ea0Ba8d7271DBd6AFD764661C ,24 months,1,26,OwnerVesting
833.33,0x1bd79dd534c49af2cbc18e50f189b1d9edba5486,24 months,1,26,OwnerVesting
40.00,0xCeD3FE54EaEFCDE3da10ABCAb233fA3Bdb109e82 ,24 months,1,26,OwnerVesting
33.47,0xba986c82a78db4cc36d05fd99836c795bece1663,24 months,1,26,MultisigVesting
50.20,0x3E7821266E1b3fC1228403f9F43DEba7dAedF66A,24 months,1,26,MultisigVesting
