0.06,24.52,Development,0x27D55f5668eF4438635bdCE0aDCA083507E77752,No Vesting,,,,,Not Issued
0.07,24.52,Development,0xe358bfC4fF860e4A73ABf5991eCBcfEDd14619c0,No Vesting,,,,,Not Issued
