390,8.44155844,,0xF0f2dd8f93EdCa01b283b518795B810E15421505
90,1.94805195,,0xF91A7b11B88e46Ad981629bbdEe5E376c74Be919
70,1.51515152,,0x4f72e8c589aca11c6aad857a3f17786dc52b68c5
70,1.51515152,,0xc2dBff5e608312D578e6f162f1Ad08fDAef757B9
70,1.51515152,,0x8ed0d2f489423a3b74c22febc84c15c9796d5462
70,1.51515152,,0xE4f6715C8a7C96093C6F974427923F47a951892b
90,1.94805195,,0x955115C6097912c35D947EB1659B29998fE50210
90,1.94805195,,0x15B69Bf9a3354eE695AE1335faa0A60800269f8d
70,1.51515152,,0x270CC69B78Fb7a13A5E748052af8dd396bC43230
70,1.51515152,,0xA43325054236644fF206717eF64D5266a2d63a61
90,1.94805195,,0xD5eB4Ebb70dF19A18a52Afa9044789863dD6a05b
90,1.94805195,,0xe9441e704352be36515e8d9396f70768f9887252
70,1.51515152,,0x2A457Fd392104A81dba7b7b78155EE3246611F99
90,1.94805195,,0x6a8250Ba8D3d12B3bd13B8010EfaE23d5815a293
90,1.94805195,,0xf0bA3A1f07a307642Cb82557e784FB8922769ca5
90,1.94805195,,0x313a199981a82a399F2354aae7832A9B3dFD58b4
70,1.51515152,,0x6542abFD475CeB327C99bec8235bCC0271EE98D5
90,1.94805195,,0x8077FD0159feEf9AfFC7F596Ec0fFA9c38B7AE70
90,1.94805195,,0x29EDBcaB0c7B161d9C198C92A2C77463Adc680BF
90,1.94805195,,0x46833Bd5dd85a29f699C2fe8971a89273efd10D0
70,1.51515152,,0xc7c78356398c4d808Ea38DFD64E0eF330b425922
70,1.51515152,,0x1211484a0fb5811B5D07D9f3cB195B829EEc34Da
90,1.94805195,,0x1105682D171024c0D58444b97731e8a9D6C722a2
90,1.94805195,,0x7FCC43AeE583DE5ef18fB0f78A799A704A720E84
90,1.94805195,,0xB76D6a108B95A8f8bCEcCf43db9432BfF41D9331
90,1.94805195,,0xD559a5b9707353325802861A8DF14843b614e21f
90,1.94805195,,0x781b28007e1850903c7c5C54662e14079c6129F7
90,1.94805195,,0xBCb21cD3082191329b517341Dd821AF6Dd88CB6C
90,1.94805195,,0x8808c3B966511022aEDDc8BA00e3Cd5835aBEa92
90,1.94805195,,0xAb8B55819EDbFCf4f60822F6E926Cb77514D691C
90,1.94805195,,0x6023f5Fcb8FEF15d1aa793c88b802E06952B113B
70,1.51515152,,0x99b647581be303836599a96f5f93dcc5bbeb658e
90,1.94805195,,0xF2289703bA23A6118c27A00d3265fF81aCC7E713
90,1.94805195,,0x4535031829C82ab1F56E331AA5D47B431B913451
90,1.94805195,,0x114DeD65151e481272B6cE5dfd8b5961531f6085
70,1.51515152,,0x1389C481A8C7DbBC5952490226A5Fed8A05F4cF5
70,1.51515152,,0xf0D2c79be4C8c90000B68b96CF163CEac168F751
70,1.51515152,,0xF5CFf14D90E349E3005481525fC5B98B0F809b15
90,1.94805195,,0xAFe934d660C157b7622cAD704BCd910972ccA72B
70,1.51515152,,0xba2CbCF2EF87e02097eCf656ba88513Cc3d9067a
90,1.94805195,,0xeFe0a492C7770DcDff800a911aAfFbA7b77db636
70,1.51515152,,0xfbbb3BF030adFc2455bB62EB1bA2d9C4Acb02528
90,1.94805195,,0x5A500a9ebdBB07f88A233B7C1DADb1C1e82dd72B
70,1.51515152,,0xBa6997B99577AAf997875784E779d3E3C69F6338
90,1.94805195,,0x7c3E28D4Da404a3C783a8F139fe983D82166c8cE
70,1.51515152,,0x51209a792a61d4a9D9f5BF01Cda44058F68CF2B9
90,1.94805195,,0x8c1Cb17a676668D05560231A6f90298AE41877bf
90,1.94805195,,0x208c67dBBFF35078892f8F4A2c06dcF9Ee19C97d
90,1.94805195,,0x93A5402fbEb569A2C0573305Cf8b288A285605bE
90,1.94805195,,0xd45F73d2cf8a3ea1FC747fE42911E555f20918E8
90,1.94805195,,0x0694075e78be553eC6Cc36102a25714ee64f475F
90,1.94805195,,0x01f4F9Bc6b841348006af580e0fAAda52A1974A4
90,1.94805195,,0xae1321D37ef483EaCe36E823a5414fD946B7ddf3
90,1.94805195,,0x657E3362B16569257fC978254D1edbd00d551a98
90,1.94805195,,0x76C97eD821d0cCeEBeB566a0C129FAE0218c7BC0
90,1.94805195,,0x97034b5163FcEd9A3a689a088cC0f9Df12CDbE2F
90,1.94805195,,0xed0d7294a767D0EbfF0cC46f365193f2C80D2D49
90,1.94805195,,0xF49f4c935a7D659a851b38752E2b2Dc1b019663c
140,3.03030303,,0x0A76e32256203c38D8CEa53d687008BAc3e34923
