110,31.77,,0xA43325054236644fF206717eF64D5266a2d63a61,,,,,3.462770018
110,31.77,,0xCD2cc6851E86eaEd6f8FEEd6c73b3Ee378e3921d,,,,,
220,63.53,,0x45358cA438A1E960A8109493b6716Be470A1bC80,,,,,
120,34.65,,0x8365f021c24aE6ed415fdD5A4d04adaA095738d6,,,,,
110,31.77,,0xCD90CF2bb2Cb9C78b696B5DDa8283CFacB4B7a46,,,,,
110,31.77,,0x1389C481A8C7DbBC5952490226A5Fed8A05F4cF5,,,,,
160,46.21,,0xE9D74d6c6570d34e328ef4a6594321b5FA5f8Da0,,,,,
60,17.33,,0xBB1dAf7511d4B48bC9717e9d1AB32D5A1D6F396a,,,,,
280,80.86,,0x3A894397b53c65F75325b9066742996231730384,,,,,
210,60.65,,0x94545912Ada84173954f29c01b14ABAEdD840A99,,,,,
120,34.65,,0x61F9A084C89Bc7df7CdF403c94C051e3E4192bAe,,,,,
140,40.43,,0x5A500a9ebdBB07f88A233B7C1DADb1C1e82dd72B,,,,,
70,20.22,,0x955115C6097912c35D947EB1659B29998fE50210,,,,,
30,8.66,,0x1cAE243c687b9cb968B39739731778CE0234E999,,,,,
220,63.53,,0x7871A5372E44790470E16ba37AEd1452B1bE706A,,,,,
60,17.33,,0x44E76beA39AE219129b9253FB09195168f5d7754,,,,,
60,17.33,,0xe90EA3eAa2ba00e3CA18d68EB0CBB7436Bff055a,,,,,
75,21.66,,0xD713bF8dD102A0274E2043DFb5302fBdAb08Fc0b,,,,,
60,17.33,,0x24b88C07a245fec11a618dAb36a419a178c387DB,,,,,
60,17.33,,0xA685A0a194fAB1986C3B7e0E075a3b8949C719e6,,,,,
60,17.33,,0x6b4B811B280649d3FECeE21f6787a4B824b6768B,,,,,
120,34.65,,0x68821832D3eaC4caefC66d116A5b705F58f1fF25,,,,,
100,28.88,,0x909049443083a6ba9d8D8869434689aF775Cd174,,,,,
60,17.33,,0xb9B1b6D019A02edE2Bf7a554a42DA845E8A2b326,,,,,
60,17.33,,0xCe8a4A5eab40F17220a25Cd7dc286a9117Bf50Fe,,,,,
110,31.77,,0x9EB7020c661a15CeE9423be5C281047133BCEcfB,,,,,
120,34.65,,0x4fb4129b22D5DE836A6A32F5B1f3243a22699a42,,,,,
50,14.44,,0xB1d9DC993A0B8F79f643E4F216b5828fEa55F4e2,,,,,
280,80.86,,0x91B885B3f03b17c0ADd36d7DEBC6C799Ee7bC4b8,,,,,
60,17.33,,0xa752586f59681de25f52ead14ce4bd77c551aba1,,,,,
165,47.65,,0x684c98Fd8224B25Cad54cc777DD5998fb2d4C1c0,,,,,
55,15.88,,0xBe145843C448921BACF19D55F74F958c95555eA3,,,,,
60,17.33,,0xA58fc1b509a36602fBfF11a3bc52f1Dd20c26699,,,,,
60,17.33,,0xc3D89e02Ae82E765d039B5d45294c44E778BD409,,,,,
100,28.88,,0x148A825F59fB13C0aDcA01a23107175266909d90,,,,,
120,34.65,,0x4193D8dBEB26c2C85De9240679964CD4B21435E9,,,,,
280,80.86,,0x7235e7c2B191c6D0dc328BF19f4A1B211f0C9d1f,,,,,
30,8.66,,0x6CEC3adF2bAA538C742d0DD41AAC0bCb1497152e,,,,,
100,28.88,,0xEa0D8fE8059E74274D8Cf141DBA6B36035a23239,,,,,
40,11.55,,0x0F19734d26A75e47f66D23919b52a40Ee846AA8B,,,,,
50,14.44,,0x96f1B3974440DEafD1a55e9Baf9544dcB19a7bDd,,,,,
165,47.65,,0x5Da7aB00aF847b3493ad1b04084a036995cb751b,,,,,
165,47.65,,0x8c22908E1FA26E5bD070899E38e00B34b533B63F,,,,,
80,23.10,,0x1e90b3C3026f9d9dA694F5df651561a447525736,,,,,
80,23.10,,0x4c1706F0c35fa4acbd6191a292a822993700173C,,,,,
55,15.88,,0x1AB6EDd7219D56e6Fa4bf1a855da6366d4360379,,,,,
110,31.77,,0xfb6f7eFFBF2649A8E4137c4BD054f9677942BF7d,,,,,
165,47.65,,0xD36b77238AD89b46AB86Be85991Ed2226F57F4Db,,,,,
120,34.65,,0xedd677c7d2db9c66f51fb537d0cb376297d2fd93,,,,,
120,34.65,,0x9B53B17696c772afc094328E2c8E737f4F637F10,,,,,
100,28.88,,0x11cA4aeee392F0473FbB86F58761778099531605,,,,,
90,25.99,,0xc9709c232839b1D1CcF37239cc4739a456f40796,,,,,
220,63.53,,0x34f0fdd5f53265BDb05670790f1eD5940040D01b,,,,,
