120,34.65,,0xce839084a0db03A79c9A4D4065540c63782ca54F,,,,,
160,46.21,,0xF39a1121B0a4de914b8665bcC937eD8Af0BCE934,,,,,
100,28.88,,0x4076F9d1177a4D56361cF2D97fD7D47bc9aE21D8,,,,,
120,34.65,,0x9008215d68052726609226ee7b7b2530FdE53b71,,,,,
120,34.65,,0x61a738884cC04Fcd85cd1A7E6021E018EaAc0299,,,,,
60,17.33,,0x136A9226EFe72F1d44Da62A9D7E024917E743951,,,,,
160,46.21,,0xDEbdc1873290A9F17a7a858121B6824e38137b86,,,,,
280,80.86,,0xcf4a0bB18E1CCD093aa4cf746232a596739De7f1,,,,,
160,46.21,,0x0b2D6Aebd93B13174dA7FEa682e9E3E5189a5C07,,,,,
160,46.21,,0x41B9b428F85aBfd190bc5bF5A7C111F6204b2395,,,,,
280,80.86,,0x6677A3899283891b6Ba154A72C3Bbb89ab27edFf,,,,,
120,34.65,,0x54eb06d990dd42acA18CfD05C2736adF2299a412,,,,,
210,60.65,,0x1b56BE08Ad004DCAFb7Bd562dA85FB2180991463,,,,,
210,60.65,,0x673B37941AB527E0eeE13C1fF09298Ef1911D7D6,,,,,
220,63.53,,0xBa6997B99577AAf997875784E779d3E3C69F6338,,,,,
40,11.55,,0x5D3C60ebac9bDC707AeFD36f89f45986712EDF80,,,,,
40,11.55,,0x15f82C41a000Be3522e00777d21c003fD7244D56,,,,,
40,11.55,,0x73DbdCA10436289371798dCBeD7Bad10E5Dd4eB2,,,,,
280,80.86,,0xFb8092fF90a3F650e7029Bd794B5db563BC40018,,,,,
50,14.44,,0xeD7cf59a6DE3C55d5C73a1F8E735369a8F8f0176,,,,,
160,46.21,,0xdb79F410E0a8278aEbcbE919b33270F94e443b72,,,,,
280,80.86,,0xFc91D000b575dFda3D636B15f6a6381d2F97aCd8,,,,,
220,63.53,,0x54e92fE4269512FbeDe3F81b88C3146155c3EDfB,,,,,
40,11.55,,0x497Bad842cA2412f35d79E2E6f230d10c74A1B08,,,,,
25,7.22,,0x84433016f0e0D322D246bA4999Ace4fE2Ce0b5E3,,,,,
160,46.21,,0x979593cc9f4c8b0C1C0C635F64C7Cee2FB9305C9,,,,,
70,20.22,,0x937fae7623CD3A4e22b57f4e72FfCd0608cA163c,,,,,
55,15.88,,0xC01bADB04b2b657AFa8E529919acBEC047E05B92,,,,,
55,15.88,,0xB38b6FE826F9D2F32a75de1b999091f8940eb617,,,,,
280,80.86,,0x8077FD0159feEf9AfFC7F596Ec0fFA9c38B7AE70,,,,,
140,40.43,,0xc01b7d3f0CA5E42830b003f0c278d66627938b29,,,,,
50,14.44,,0xe768198818Acda17974CA1c9e11BE8511CFD1AB1,,,,,
145,41.87,,0xB3e12b0d3c562F674a238f06c70317FCa518cb0A,,,,,
30,8.66,,0x110a0D6b7dac7Ea343aa782707E6FC5e86F348ED,,,,,
70,20.22,,0x55CF8E673D42Fb304D0c8aBbe7d492461D74dE72,,,,,
120,34.65,,0xE5D7d38ebF4F54add2743DDf0bd42443a8679116,,,,,
100,28.88,,0xE2d27E9027594A2d3e7F50537DdE1f33895444D0,,,,,
105,30.32,,0x987dbb46cE510407cE78dD2599fc033cdb8A680b,,,,,
80,23.10,,0xafe2B81f0f620c80e9c01b6936A406848CcdCa68,,,,,
165,47.65,,0xf78527B42BC896253689ef9ACc37c73a00971620,,,,,
140,40.43,,0xd45F73d2cf8a3ea1FC747fE42911E555f20918E8,,,,,
165,47.65,,0xc7CF2FA4911b1D60EE767EA9a87C3E688f0Fd9F6,,,,,
120,34.65,,0x6Dd8130D893EC0cf962cBb596f6FBE129E3aca5e,,,,,
280,80.86,,0x0CCc11b32eFADcc5D62b8560D68A78B3474Cd13d,,,,,
220,63.53,,0x0728DF233E615973DEBBd4D06704F96CE203e99f,,,,,
165,47.65,,0x416876d53Ed9dF8B70c5035c49329eF1F10479c6,,,,,
165,47.65,,0x1211484a0fb5811B5D07D9f3cB195B829EEc34Da,,,,,
80,23.10,,0x61Dab8723EfA791Bb6bC71D3D667F0Fc88d502e6,,,,,
90,25.99,,0x515F0D52a699566f8891b035173303D21293e9b6,,,,,
90,25.99,,0x8953cD24619A9Fd4252569cC1050a5b602885E3B,,,,,
165,47.65,,0x1ab151845795489aBD6e06Db9aFc1040d4a38a0D,,,,,
165,47.65,,0x9236753bb73B832Db4cB540fdfc08664a2CfA003,,,,,
90,25.99,,0xc292f3D434b890244b15CE655280b04539a4B6b3,,,,,
90,25.99,,0x2A7b4F74E5c0039b712622B21B5B7175f07746ce,,,,,
120,34.65,,0x3816E3716567C37C239632777CAF097ebF955f81,,,,,
120,34.65,,0x9EC13f7c166E67104702dE39a8d5AD9c0FB76ea4,,,,,
55,15.88,,0xfcadF70162666f8bbFd02b616EBb1Db4bd379aD8,,,,,
210,60.65,,0xe1193AcBFc6387EB69462aA62070312098983E7C,,,,,
165,47.65,,0x6b389F92fBA982025f5960ca14130073361E3494,,,,,
210,60.65,,0xAb8B55819EDbFCf4f60822F6E926Cb77514D691C,,,,,
165,47.65,,0xD09DaAf299eb8858D0B6869E1422be2eb943c486,,,,,
165,47.65,,0x4F72e8c589acA11C6aAD857A3f17786Dc52B68C5,,,,,
210,60.65,,0xd5eb4ebb70df19a18a52afa9044789863dd6a05b,,,,,
40,11.55,,0xD18c6227453aC2FA318B2C0a94A31182C10d7145,,,,,
120,34.65,,0xf2526Ce5b8F85F021281eA45c992e46E18fe9dcd,,,,,
210,60.65,,0xF49f4c935a7D659a851b38752E2b2Dc1b019663c,,,,,
60,17.33,,0xB7B5bFe859307172BaCEEB1141C5ddbF8836973c,,,,,
165,47.65,,0xc7c78356398c4d808Ea38DFD64E0eF330b425922,,,,,
165,47.65,,0x6307B8B1Cd4269A2A0d5003BA2b9A0F35E8CB398,,,,,
25,7.22,,0xFe8ffC1273a437A0a051e676Acbf8d9c74F6776c,,,,,
210,60.65,,0x587bDF9fA51C987dB5560E554A7e930d3BAd3637,,,,,
165,47.65,,0x0Fde8466F72c1605588596bbeDC8C1A7c26B2EF5,,,,,
80,23.10,,0x3f4707567acd35d6aa1c08828939cf78dc2efae8,,,,,
350,101.08,,0xF0f2dd8f93EdCa01b283b518795B810E15421505,,,,,
200,57.76,,0x61Dab8723EfA791Bb6bC71D3D667F0Fc88d502e6,,,,,
100,28.88,,0x1cF35ACecfC5cdb8356b3e884a67ecE61C803D7a,,,,,
200,57.76,,0x061A06c20f06A4cE3b5D446Ad6AC7fD5b0A59Ae9,,,,,
200,57.76,,0xbc4A9E6a990a646b4CCcB2b4B07Cd1F3232Ee9bE,,,,,
60,17.33,,0x57A901Ca3688d505234241d2D6F5a02Ab41c0762,,,,,
6,1.73,,0x3ca50302C3E129154579D339ec49bAeFb96281D7,,,,,
5,1.44,,0x6Ef2A2d17c38B5D7a4B9FB6e5d676F2a0B51EFe1,,,,,
320,92.41,,0xcD0E7983ad427Af812F6Cd9865765E8Ec258dDd9,,,,,
230,66.42,,0x27C71101A73Acfcc4d856467C945Ac5f41487edC,,,,,
10,2.89,,0x0cC4cB3dF79BC05F7cCE3009bEa3388faF57233f,,,,,
10,2.89,,0x939B12D31B5cF7ADeBc6F5DB6dC7f951f8D8aDd7,,,,,
130,37.54,,0xb9Df86b00C5e106Ef8B2Dcd13F6fd2FAC4098201,,,,,
100,28.88,,0x1d3Ad37A19c401DdA157B6eF61ef2D4A9671b9a1,
100,28.88,,0xe98e5a54C92C80d12Cb99aC97c8B1F4eb5d38373,
100,28.88,,0x082E18332BD60d2aAe3651fD807d9FAee3dCC16D,
100,28.88,,0xc948403Bee7e637F27C59c1e7cc545E5ea103d24,
30,8.66,,0x0b2E2a6f442A8b6936EE47CDd8a96934028b6600,
1500,433.18,,0xCd08F23C70702893bD190CC046d005eb95b3Cf40,
