0x1BB2B1bEeDA1FB25Ee5da9CAE6c0F12CeD831128,0x55faEC0145a31a097FDD96489F03A2EfBD9Eea26,1614335295,1780668,1616754495,1616754495,True
0x4b49895FD457E25efC29C218981d3f8A03dC85F0,0x0d8F9bb08642a7Df4c9c10aaad7FB12213Ed9c01,1614335295,1776290,1616754495,1616754495,True
0x47E287b1C802D363F22F403FEE8350b9dAA636F9,0x75039cb4b4c86782b5655f30ca9D2925055Fbaaa,1614335295,1636870,1616754495,1616754495,True
0x4A177Cc32e4FA3A9a832225433fe8eCBe78122F6,0x51235d603e4Ec8eF39726839574Af2fD86BA9E84,1614335295,1779306,1616754495,1616754495,True
0xc54e2e81840b65a17C10CC84481BfB0f6360348b,0x15a3F102a23a5a96DBFf825e4Ba3ff207Cc3259c,1614335295,1777456,1616754495,1616754495,True
0xA1cce40CE16F9A81616fFAf49CECCfF425279bE2,0x5974338F99B7dBFa3A6a2199Da1eA15E8eD4acdf,1614335295,1685130,1616754495,1616754495,True
0xb18C3D670767d20AB8d0a4d5724d584d75F42e71,0x409741e94F6b77Dd8619a7606d38403804C61784,1614335295,1741782,1616754495,1616754495,True
0x9e23B76733704cC301B6D15766F33607C1c37A02,0x08A1C30433334F47D59052DBc3484f94041E11b3,1614335295,1777571,1616754495,1616754495,True
0xac111E501BF5540E2E9339E20BF5f42B910C3213,0x41D0848462634f38724f4c453c44f1D90177e7f0,1614335295,1773054,1616754495,1616754495,True
0xC1E34772d681c46Ca85e8016BC94599ed26Ae34A,0x68A2fF9A2337306be7C531C90f6f61b969B78e47,1614335295,1682872,1616754495,1616754495,True
0x87998F33b86a34fB1f56B5254Ae5e122f5939dba,0xd73F8464BEada5ad0216BAf330358b3cFb9f8bC4,1614335295,1757211,1616754495,1616754495,True
0xB6B4dc3E6Dc8819bF1330189DA7Bc2C2aF4692B4,0x10Aced2b952530676E6D57DA0C714417A8f844C7,1614335295,1774137,1616754495,1616754495,True
0x80755dB9568e7a7Ed349D1D3CE964aD86AA31044,0x44Ca8AB30fe79E2Fd821014B24b9b8AAc915Ee84,1614335295,1473804,1616754495,1616754495,True
0x4E450Ac74d0a2aab2f93997BA3270b1b91A28F11,0x0517B82b5e821b46415EDD3CBECd2014CB3d3C80,1614335295,1685546,1616754495,1616754495,True
0x0a45e8159F809C47b9e4E0Dd61841343124Ee39E,0x867dFBE5765933ea59bE11e6734bf6f45C2c3616,1614335295,1775353,1616754495,1616754495,True
0xe9afacF0E574EC964392245a2190E8Fe92C6ABbE,0x7472C019772398F4Fbfc01cf569A30Fd04eA011B,1614335295,1776445,1616754495,1616754495,True
0x3fC941132AA0dF2eCfC950a6cb6E7eA04C18772D,0xEf5a08bD6805a0c798c547fc0a39Fe1aa4589050,1614335295,1732027,1616754495,1616754495,True
0x2E84965B4867efc0Ae33534dfe4f5D2A17a01C7A,0xA3F87Bb1F64b2F91982d96F20CCB201BAA7aF416,1614335295,1635066,1616754495,1616754495,True
0x8B3F4a185A74614cc09E91B00a80b439939646Bc,0xE3E47742621aBC32f1268806eF631976e9DaF5D6,1614335295,1775377,1616754495,1616754495,True
0x4239698Df629516b9c69B791dFcD0B986665434c,0x09B4310A38eBC06b03890eDb00a15E98838352bE,1614335295,1458230,1616754495,1616754495,True
0x546fbfdA0307B40D32643b6ACA7fB36936E367c7,0x5c3C41761237FdbB35E13a4fdc5134ea25bc28Ab,1614335295,1779491,1616754495,1616754495,True
0xD0d66Dc3e5e02a7Bf9832ed17adf082785be199C,0xe0A1068307b794D0649FfB09D2BEf5bdF7a12bE5,1614335295,1699146,1616754495,1616754495,True
0x0Cc6143c0D19aaF543bF1DFDd771e1B3F56BFC9D,0x3FDF381715658bfdaA2221a763c6B73a0962FED1,1614335295,1754982,1616754495,1616754495,True
0x6CbBC0E74c657E7b3442436E19a849177573A6EA,0x8A0d77Ae5ac70a266e4E4ebeeA509776d947D3a2,1614335295,1638252,1616754495,1616754495,True
0xE52CC001aA71Bb1269a75b1A6B179eAD90A9fceF,0x78Ca9Ed2Bf22781AadEDe5ABe4d5BF4f3957d48B,1614335295,1543950,1616754495,1616754495,True
0xbBca2C1bA7639ca405bD1A001341a5fF47b9295E,0x14E3C04006A487Fab0948ad93A7272ca5e083083,1614335295,1456900,1616754495,1616754495,True
0xC2b4Edb2De0e549d2df1098b8119B486d5A0A8cb,0xA3224738cC78f8cfb5EE4250E65A2b58Eb3Bc082,1614335295,1772022,1616754495,1616754495,True
0xC026bf36151a3637a48238195e5665E3E9e56822,0x4F548Ae5D14437A02Bae2d1AEE256516e75f704c,1614335295,1454880,1616754495,1616754495,True
0xc628b4e41fd4e4b7309391352669969d60de30ef,0xC3bce91ae75a40BCb07076305B21d0a434247F9E,1614335295,1777191,1616754495,1616754495,True
0xe47E26901a51FcB07F53d2a31d4ae9B0677e91FC,0xce4BF4d368a4b2BF6496652D59b4458d89a7e2Bb,1614335295,1454607,1616754495,1616754495,True
0x8b46924A0d6D610A46CAf0a5D13DAbdD25B68645,0x6931159B633195Ffb5fd054ac45E576b5Ea841fb,1614335295,1770194,1616754495,1616754495,True
0xE8142190989d38ec80001860a2d83Bd15b931947,0xBAF4520F564e7eDdc82A8D07C970EE50E788c07e,1614335295,1776496,1616754495,1616754495,True
0x90f8e932E5AE5CB61BA2dAb801aC160d54F3Fe4B,0x55921991B79A7eafb5ebB68902212fc59F18615b,1614335295,1379140,1616754495,1616754495,True
0x7Cb1b7356DBbEd2b49d21E3A9ABfE769174C42a9,0x740BC6918C6c1CC9E30E18AB51dd1D3e0A5e64E4,1614335295,1719141,1616754495,1616754495,True
0xC76EBF69Ae79B245F047474E9e344D47ab05Fd2E,0x124c822499bb4cB4a03500ABF67cBE23db73bA0c,1614335295,1685190,1616754495,1616754495,True
0xd64d509d3711411f9CE62989E8cac3cF7D827800,0x86067fD7102Ff716238D63159da6e35F7fCe5303,1614335295,1776549,1616754495,1616754495,True
0xA415F6e11aC844B954471cc0cEAF0D488B450e1F,0xf02399beB0DfFE53579D0059B691224f1761cef2,1614335295,1774794,1616754495,1616754495,True
0xAcEE405817131e247282F03569ceE69d58295009,0x15a9dE3Be59D94BE34903Beb974E49d18E8a3Db7,1614335295,1778023,1616754495,1616754495,True
0x52dEF6C112BfFC66fC8C8258539d4d8C30c5000C,0x25AE1f7364B31292eB1670bd21F9c78908bfb099,1614335295,1731095,1616754495,1616754495,True
