3MgbsjTtV3rZiKd8LzjKpEUKwwfwwKADQQ,0x09Bb87E877b14FF7661Ae741d5dbb4462d220977,0.002
3CvzYadztVhk9k6w73w8AWHSiWGqmSqcG8,0x0c4B20fFECE06FFBD8F62D383Aaa4322572019Eb,0.00009
38dZYDz3KJw3HboC5jks3KkEqGZjqGbDR6,0x0fA938B44C933a1a836bea7A6484BCbE6f67A69c,0.0001
37PxAuWYo1txwbRzHgFC9bAVnmU7L5ZB5n,0x104562bFddadE5F08582eCf2A4Cd61A3759696fA,0.0001
3EtLm8Xsg5qeMSz5jxGBLSFUYgd8AvsRtr,0x185c34DFC01d06928529e6E617D6eacd703ffd00,0.00015456
3FJomn8eD8jyTZGqgJ7eSsgDwmy723n5aQ,0x19992115f80c686f56c1365868060cbea8aa7A41,0.0005899
3La6skecBdwbwotQWV1b7JFDpBazjk8yzH,0x1afd7f558A2383F36138e53cC6dd64Bacc2b73F6,0.01
35LpioL353ohta7BBT9o7bgmT5h8E5W2vL,0x202F1c0d600E538ADcdC2C70A816eD54eFcE2823,0.00165166
3JcL4NuYtufKUHpxdynhCqwxGDnA6hBbgD,0x260520563a326bf10cFC8a0A7E73C7F88A37937e,0.0002899
3K1EnTHXSYwvjSm5a1QLv17fANexnDd6Re,0x38516154275F904c98D3D7f4C69f4f37ac205E68,0.000195
37X9rDw8k9SF6BqA1t5WbAmCDbACS19Y7G,0x4099fc07Ca4fdE95ef67C15FE034F12A03B4C49e,0.02434519
3LTozY5hofhcG4rN21ArJRMvypxo2KmhLH,0x4A4D1Ff70e8b5ecb2a9A73Bc096EeFE13445e51f,0.0005
3K3BtTDV4CWNYSuwz6VUi9ASk3uujUdBqt,0x4DAb6a88B11A4bD6EAE8cc965dB2140739c0c548,0.00939696
3DB5E6mEGiVE9KUeRmMmXUCbwadR7t23Gs,0x4f69f9064A5e1c14DfFBcE5DC884f73Bf307DDa3,0.0001
3FRX9iY536yuVFdh161f83NFUvm1CPuSPk,0x57F62D73E8109A70fa1f9439cA0D9dC0c1eB1E59,0.0013344
35EwrMxyLrYJvbUVefeP3A3G42QomHNon6,0x589715A87DF509Dd138fDD7b3631625FB39b3A65,0.0005
34Fh98fWaePukQ36fwiQ4Dsy4DD7ZEfLVQ,0x60b4c5aa6E9DC767b3aD0106aEA2fcFf8Db6F5bA,0.005
3DwLF4Qxk31FkNtiXKppLa8MNCr3i5nfrq,0x6578A51383f34D95AfDC72E90F5C705FAf25Dd92,0.0005
3AXNsbpHFtV28PSVKw6wpzywHc9j9x2pZK,0x6a089b00521427dadffc548a92a8d9937bcc788b,0.0095
35Y1wGtBT4zRaP5pqq8wBLXTb4n4EruqkY,0x7090211Cd50293280e1B33B84e6874B57978025b,0.01
38w9u3GSKASAdNsmnEq59S5Xho2GaeLuK9,0x75644ba6a7d73938F7053af1c179D16510025915,0.00036531
3DaQkSQP11JhLLJxurdJpQSNWfL65mUvUm,0x772544c2aEDA57535ed9143916E20e55449AB949,0.0001
3Bv4qSMgFKLGozEF4fDHHhq2cBkgpW5dwS,0x7a001ea4268C08d03dDD3B63134243A85e155774,0.00030899
3F74xrWACghjDCtmGzVCMfTiUrtqcsKGdS,0x7C8488Fe200cf2Ad9E98660C9ce11F6E0b835d03,0.000067
